hourlydate,csr_dni,csr_ghi,direction,dni,ghi,sd,solar_azimuth,solar_zenith,speed,t,tcc,td,tp
01/01/2022 22:00,0,0,316.6427511,0,0,0.027687073,319.6847184,150.99578,4.438159534,-9.819326782,0.584106445,-11.58666077,0
01/01/2022 23:00,0,0,338.8173001,0,0,0.027757645,288.9558966,155.4327237,4.135175543,-10.55403748,0.004058838,-12.20604553,0
02/01/2022 00:00,0,0,359.7520329,0,0,0.027966499,21.63072557,154.4814861,3.959402925,-10.43742981,0.428863525,-12.24077454,0
02/01/2022 01:00,0,0,22.07107839,0,0,0.027855873,48.18643923,148.6247941,4.126278515,-10.52562561,0.417022705,-12.50783386,0
02/01/2022 02:00,0,0,39.64522265,0,0,0.027938843,66.94226897,140.016787,5.103761561,-8.48265686,1,-10.62834778,0
02/01/2022 03:00,0,0,56.7139396,0,0,0.028569221,80.86081568,130.222991,6.615846264,-7.539862061,1,-9.530813599,0.001907349
02/01/2022 04:00,0,0,63.20359391,0,0,0.028510094,92.32773955,120.0447419,6.79538737,-7.156729126,1,-8.762426758,0.025272369
02/01/2022 05:00,0,0,68.50819024,0,0,0.028419495,102.7275334,109.9328339,6.932814065,-6.876013184,1,-8.170751953,0.125408173
02/01/2022 06:00,0,0,81.26327466,0,0,0.028294563,112.9022923,100.2191695,7.656297199,-6.351843262,1,-7.520162964,0.362873077
02/01/2022 07:00,0.233469542,7.700231464,96.01656889,0,0,0.028128624,123.4333635,91.22210826,8.222907152,-6.0121521,1,-7.067785645,0.521659851
02/01/2022 08:00,26.82080986,72.97698998,103.4167615,0.035555556,2.773333333,0.027992249,134.7543466,83.29880016,8.934875031,-5.558920288,1,-6.549505615,0.202655792
02/01/2022 09:00,102.653033,175.0719317,106.0449101,0.035555556,13.03111111,0.027919769,147.1512912,76.86488829,9.655261645,-5.016363525,1,-6.126028442,0.172615051
02/01/2022 10:00,171.4793447,256.0465963,108.4289887,0,18.29333333,0.028203964,160.6791609,72.37145273,9.880182815,-4.764379883,1,-6.472662354,0.180721283
02/01/2022 11:00,206.3498334,295.6979528,111.3939481,0,26.24,0.028232574,175.0576665,70.2212519,10.68651048,-4.605993652,0.9921875,-6.432943726,0.118255615
02/01/2022 12:00,199.4987661,287.9558008,106.5810356,0,30.61333333,0.028113365,189.6814934,70.6400021,10.79040171,-4.458898926,1,-6.291601562,0.057220459
02/01/2022 13:00,152.2760084,233.8992506,105.3868936,0,13.72444444,0.02802372,203.8395184,73.5818083,10.39425304,-4.395834351,1,-6.242071533,0.045776367
02/01/2022 14:00,76.61315585,142.6807866,105.2871004,0,1.084444444,0.027913094,217.0174202,78.74966783,10.18244632,-4.312002563,1,-6.07338562,0.034809113
02/01/2022 15:00,11.28841354,44.91201922,108.1955215,0,0,0.02786541,229.0508443,85.71222432,9.764167607,-4.281134033,1,-5.965795898,0.025749207
02/01/2022 16:00,0.000608036,1.110386285,111.8545429,0,0,0.02771759,240.0821166,94.02367984,9.749967165,-4.168493652,1,-5.793753052,0.048160553
02/01/2022 17:00,0,0,109.084491,0,0,0.027688026,250.4511259,103.2869881,9.799984691,-4.056158447,1,-5.518377686,0.084877014
02/01/2022 18:00,0,0,106.4875671,0,0,0.027573586,260.6351296,113.1608406,8.777180923,-3.926763916,1,-5.314306641,0.121116638
02/01/2022 19:00,0,0,111.7751189,0,0,0.02754879,271.2818992,123.3292859,8.052309021,-3.790518188,1,-5.026205444,0.098228455
02/01/2022 20:00,0,0,112.8592903,0,0,0.027518272,283.3689338,133.4362746,8.056098264,-3.684759521,0.995941162,-4.764395142,0.128746033
02/01/2022 21:00,0,0,111.3119647,0,0,0.027319908,298.5524042,142.9502185,8.309744552,-3.565420532,1,-4.590292358,0.137329102
02/01/2022 22:00,0,0,106.7057049,0,0,0.027324677,319.5716285,150.8689819,7.297262212,-3.604421997,1,-4.566412354,0.075817108
02/01/2022 23:00,0,0,106.7391179,0,0,0.027413368,288.7286633,155.3327309,7.199192529,-3.44548645,1,-4.339224243,0.044822693
03/01/2022 00:00,0,0,105.0252362,0,0,0.027487755,21.33649664,154.427768,6.697765502,-3.193197632,1,-4.043386841,0.137805939
03/01/2022 01:00,0,0,105.3072475,0,0,0.027791977,47.92057177,148.6116819,6.117617383,-2.924719238,1,-3.815496826,0.137805939
03/01/2022 02:00,0,0,103.5647246,0,0,0.02792263,66.72567692,140.0263546,5.676579097,-2.673162842,1,-3.530935669,0.195503235
03/01/2022 03:00,0,0,103.4072293,0,0,0.027627945,80.67977125,130.2421536,5.756759883,-2.41940918,1,-3.167227173,0.153064728
03/01/2022 04:00,0,0,103.2177617,0,0,0.02776432,92.16829009,120.0655378,5.646520218,-2.157522583,1,-2.903707886,0.143527985
03/01/2022 05:00,0,0,100.005407,0,0,0.027697563,102.5801019,109.9498877,5.610164269,-1.979589844,1,-2.642324829,0.061988831
03/01/2022 06:00,0,0,90.70533842,0,0,0.027581215,112.7606017,100.2281726,5.884036549,-1.7934021,1,-2.391104126,0.079154968
03/01/2022 07:00,0.239015505,7.769755248,84.36722258,0,0,0.02736187,123.2935332,91.21908503,5.949626731,-1.648168945,1,-2.235174561,0.213623047
03/01/2022 08:00,27.12852305,73.4171112,80.86339983,0,1.777777778,0.027319908,134.6147569,83.27986951,5.917330324,-1.456762695,1,-1.977423096,0.094413757
03/01/2022 09:00,103.5249287,175.9851532,79.41918545,0,11.62666667,0.027238846,147.0130397,76.82649165,5.763152651,-1.231329346,1,-1.70178833,0.057220459
03/01/2022 10:00,172.8484493,257.419718,72.90483917,0,21.52888889,0.027439117,160.54651,72.31109565,4.934508933,-1.048101807,1,-1.474920654,0.04863739
03/01/2022 11:00,208.1395162,297.5015182,79.19704381,0,22.15111111,0.027244568,174.9373373,70.13853957,4.48453665,-0.765249634,1,-1.125601196,0.063896179
03/01/2022 12:00,201.6062163,290.1274644,87.4776499,0.017777778,18.29333333,0.02712059,189.5801005,70.53722312,4.269150899,-0.518865967,1,-0.828527832,0.061988831
03/01/2022 13:00,154.5222413,236.3185183,95.42421102,0,8.782222222,0.02701664,203.7605672,73.46333292,4.151861848,-0.400274658,1,-0.687857056,0.056266785
03/01/2022 14:00,78.60007451,145.0836967,99.06735036,0,0.817777778,0.026968002,216.9603567,78.62045826,4.464295152,-0.374090576,1,-0.621405029,0.081062317
03/01/2022 15:00,12.03272657,46.41671194,97.6264416,0,0,0.026968002,229.012411,85.57653295,4.914612224,-0.345770264,1,-0.540441895,0.066280365
03/01/2022 16:00,0.001058416,1.189268796,93.93943609,0,0,0.026948929,240.0581873,93.8845244,5.157189534,-0.296194458,1,-0.4859375,0.059127808
03/01/2022 17:00,0,0,85.83490708,0,0,0.026996613,250.4377106,103.146218,4.854495956,-0.183950806,1,-0.303915405,0.054359436
03/01/2022 18:00,0,0,72.96690995,0,0,0.027082443,260.6283756,113.0194205,4.677798635,0.190621948,1,0.101800537,0.064373016
03/01/2022 19:00,0,0,63.77662683,0,0,0.02723217,271.2771078,123.1876134,4.744304366,0.644937134,1,0.574456787,0.052452087
03/01/2022 20:00,0,0,56.00828848,0,0,0.027194977,283.35787,133.294619,5.059470665,0.87204895,1,0.804360962,0.036239624
03/01/2022 21:00,0,0,51.74345391,0,0,0.027116776,298.5164435,142.809876,5.335073697,0.923760986,0.996246338,0.821054077,0.020980835
03/01/2022 22:00,0,0,50.31258672,0,0,0.027285576,319.468866,150.7360544,5.100593307,0.831399536,0.985015869,0.750726318,0.014781952
03/01/2022 23:00,0,0,67.20347853,0,0,0.027370453,288.5084504,155.2251712,4.711026796,0.874459839,0.996246338,0.789102173,0.010490417
04/01/2022 00:00,0,0,80.95388965,0,0,0.027376175,21.0415504,154.3659409,5.12811389,0.853967285,1,0.751931763,0.032901764
04/01/2022 01:00,0,0,92.47143502,0,0,0.027352333,47.64901154,148.5910854,5.525128245,0.813623047,1,0.655831909,0.032901764
04/01/2022 02:00,0,0,96.64897442,0,0,0.027152061,66.50243646,140.029182,6.197414026,0.897363281,1,0.690881348,0.065803528
04/01/2022 03:00,0,0,90.15928477,0,0,0.027339935,80.49250523,130.2550131,6.992595991,1.120706177,1,0.969689941,0.121116638
04/01/2022 04:00,0,0,83.30581673,0,0,0.026845932,92.00328048,120.0801863,7.732940968,1.406869507,1,1.30223999,0.149726868
04/01/2022 05:00,0,0,81.13131277,0,0,0.026720047,102.4277455,109.9607484,8.502517458,1.632348633,1,1.521157837,0.16784668
04/01/2022 06:00,0,0,80.02100945,0,0,0.026852608,112.6145865,100.2307969,9.264441225,1.73458252,1,1.651345825,0.169277191
04/01/2022 07:00,0.246806537,7.856140267,77.55903524,0,0,0.026973724,123.1500053,91.20940441,9.746892287,1.880685425,1,1.749551392,0.143051147
04/01/2022 08:00,27.49766606,73.9521262,75.2836248,0,1.546666667,0.027252197,134.4722115,83.25395885,9.880951209,2.069421387,1,1.930459595,0.098228455
04/01/2022 09:00,104.5050921,177.0259535,74.28185798,0,10.48888889,0.027383804,146.8727832,76.7808128,9.881803323,2.087304688,1,1.995431519,0.176429749
04/01/2022 10:00,174.3397472,258.9288181,68.13728903,0,18.80888889,0.026918411,160.4130707,72.24326018,9.986867952,2.479058838,1,2.177072144,0.448703766
04/01/2022 11:00,210.054026,299.4414216,59.53948724,0,22.68444444,0.027334213,174.8176596,70.04834916,9.70721895,2.549905396,1,2.243600464,0.472545624
04/01/2022 12:00,203.8353712,292.4312485,50.30028951,0.106666667,18.56,0.027498245,189.480849,70.42721537,8.726809824,2.542657471,1,2.155526733,0.143051147
04/01/2022 13:00,156.8827691,238.8620884,36.59175174,3.644444444,16.53333333,0.027545929,203.6850768,73.33810235,8.079276109,2.321115112,0.942993164,1.606378174,0.021934509
04/01/2022 14:00,80.68893624,147.5994028,30.91875882,0.213333333,2.151111111,0.027672768,216.907775,78.48509938,7.670403242,1.79241333,0.712036133,0.794625854,0.003814697
04/01/2022 15:00,12.83914016,48.01207176,35.90505675,0,0,0.027877808,228.9791996,85.43532184,7.268172231,1.021920776,0.59552002,0.068826294,0.000953674
04/01/2022 16:00,0.001815545,1.746006749,44.21809093,0,0,0.027914047,240.0400461,93.74041744,7.104000991,0.530084229,0.561950684,-0.33371582,0.001907349
04/01/2022 17:00,0,0,54.95810256,0,0,0.02803421,250.4306021,103.000948,7.270347286,0.064431763,0.50692749,-0.736608887,0.002384186
04/01/2022 18:00,0,0,58.84162024,0,0,0.028102875,260.628516,112.8737956,7.939616977,-0.115530396,0.492919922,-0.868429565,0.000953674
04/01/2022 19:00,0,0,57.35133928,0,0,0.028131485,271.2799705,123.0418294,7.898939344,-0.756414795,0.459411621,-1.552984619,0.001430511
04/01/2022 20:00,0,0,59.9716377,0,0,0.02821064,283.3554722,133.1486704,7.353345858,-0.960836792,0.493591309,-1.957983398,0.000953674
04/01/2022 21:00,0,0,63.31323025,0,0,0.028157234,298.4903485,142.6646576,6.996148956,-1.528387451,0.859832764,-2.550604248,0
04/01/2022 22:00,0,0,60.67627051,0,0,0.028125763,319.3765267,150.5971149,7.002808817,-1.561331177,0.821411133,-2.431661987,0
04/01/2022 23:00,0,0,67.53862461,0,0,0.028164864,288.2956118,155.1101325,6.655971463,-1.877844238,0.981842041,-2.721655273,0
05/01/2022 00:00,0,0,79.59798555,0,0,0.02722168,20.74642492,154.296011,5.865068434,-1.801092529,0.987792969,-2.624441528,0
05/01/2022 01:00,0,0,89.31215506,0,0,0.02798748,47.37217525,148.5629444,5.512543236,-2.021109009,0.991851807,-2.784902954,0
05/01/2022 02:00,0,0,93.17887995,0,0,0.027846336,66.27282183,140.0251873,5.15491993,-1.656515503,0.989685059,-2.309072876,0.002384186
05/01/2022 03:00,0,0,95.6328111,0,0,0.028603554,80.2992144,130.2614874,4.629118116,-1.348242187,1,-1.950613403,0.033378601
05/01/2022 04:00,0,0,91.65201965,0,0,0.029019356,91.8328685,120.0886126,3.537725329,-1.294302368,1,-1.787145996,0.120639801
05/01/2022 05:00,0,0,72.99502276,0,0,0.029369354,102.2706017,109.9653525,1.980557947,-1.198675537,0.997802734,-1.618673706,0.269889832
05/01/2022 06:00,0,0,28.655882,0,0,0.029614449,112.4643734,100.2269922,1.494639067,-0.894338989,1,-1.341680908,0.515460968
05/01/2022 07:00,0.257015659,7.959075176,333.2716918,0,0,0.029835701,123.0029002,91.19303127,1.544706978,-0.865454102,1,-1.410894775,0.593662262
05/01/2022 08:00,27.92971485,74.58304685,333.5273112,0,1.813333333,0.030081749,134.3268271,83.2210499,2.594914949,-0.908743286,0.991851807,-1.566992187,0.496864319
05/01/2022 09:00,105.5944429,178.1947098,351.7141365,3.697777778,15.39555556,0.030189514,146.7306351,76.72785161,3.664873671,-0.544714355,0.670684814,-1.183737183,0.341415405
05/01/2022 10:00,175.9535093,260.5737066,10.77954851,13.84888889,58.98666667,0.029972076,160.2789539,72.16796512,4.6671182,-0.749075317,0.385742188,-1.471121216,0.092506409
05/01/2022 11:00,212.0931534,301.516995,34.65245044,47.92888889,95.96444444,0.02970314,174.6987419,69.95071886,4.623845116,-1.039358521,0.605773926,-1.602819824,0.007629395
05/01/2022 12:00,206.1857346,294.8661278,56.33638736,43.76888889,83.62666667,0.029613495,189.3838438,70.3100363,4.573678642,-1.366171265,0.720794678,-1.941351318,0.001430511
05/01/2022 13:00,159.3571486,241.5288042,67.87158143,15.71555556,41.13777778,0.029911995,203.6131446,73.20619214,5.313139124,-1.454458618,0.963439941,-2.198355103,0.004768372
05/01/2022 14:00,82.88023875,150.2271976,73.52306649,0.622222222,3.644444444,0.03013134,216.8597604,78.3436821,6.116872374,-1.355459595,0.988464355,-2.205541992,0.049114227
05/01/2022 15:00,13.71129922,49.7012196,76.83972713,0,0,0.030514717,228.9512803,85.28869349,6.738574923,-0.929403687,0.991210938,-1.802236938,0.208377838
05/01/2022 16:00,0.003012851,2.149947715,77.26114137,0,0,0.030626297,240.0277471,93.59146907,7.046682539,-0.801611328,0.989990234,-1.59354248,0.274181366
05/01/2022 17:00,0,0,66.93755854,0,0,0.030684471,250.4298394,102.8512924,6.962887074,-0.356512451,0.946258545,-1.056326294,0.25844574
05/01/2022 18:00,0,0,51.43628269,0,0,0.030747414,260.6355749,112.7240816,6.948281383,-0.100195312,0.984375,-0.676412964,0.31375885
05/01/2022 19:00,0,0,39.22519294,0,0,0.030874252,271.2904978,122.89205,6.750597319,0.504708862,0.935424805,0.051080322,0.183105469
05/01/2022 20:00,0,0,30.80843103,0,0,0.031414986,283.3617396,132.9985448,6.314008335,0.596963501,0.932373047,0.294946289,0.094890594
05/01/2022 21:00,0,0,23.60581472,0,0,0.03272438,298.4741207,142.51468,5.751090924,0.633569336,0.870941162,0.422982788,0.088214874
05/01/2022 22:00,0,0,351.1378648,0,0,0.032821655,319.2946846,150.4522805,5.847780795,0.44753418,0.672454834,-0.080908203,0.082492828
05/01/2022 23:00,0,0,334.2227936,0,0,0.033368111,288.0904742,154.9877065,5.165329029,0.361276245,0.644561768,-0.06192627,0.106811523
06/01/2022 00:00,0,0,317.3323021,0,0,0.032491684,20.45164937,154.2179913,5.219927176,0.14888916,0.507110596,-0.145895386,0.145435333
06/01/2022 01:00,0,0,301.2360353,0,0,0.033537865,47.09048594,148.5272048,5.923553593,0.068353271,0.837280273,-0.275686646,0.145435333
06/01/2022 02:00,0,0,291.7745455,0,0,0.034974098,66.03711465,140.0142935,6.182281767,-0.238180542,0.885559082,-0.618795776,0.247001648
06/01/2022 03:00,0,0,291.4494848,0,0,0.036530495,80.10010086,130.2614986,6.598636153,-0.508825684,0.809631348,-0.920080566,0.172615051
06/01/2022 04:00,0,0,292.9529903,0,0,0.03777504,91.65721547,120.0907463,7.637538007,-0.959921265,0.855377197,-1.602133179,0.156879425
06/01/2022 05:00,0,0,291.8468074,0,0,0.03862381,102.1088102,109.9636403,9.294247837,-1.703817749,0.996246338,-2.630911255,0.124454498
06/01/2022 06:00,0,0,288.5503325,0,0,0.038946152,112.3100898,100.216712,10.39652519,-2.701361084,0.989654541,-3.988699341,0.132083893
06/01/2022 07:00,0.269865898,8.078016837,284.4371697,0,0,0.039172173,122.8523383,91.16993448,10.16719384,-3.825949097,0.976867676,-5.653417969,0.081539154
06/01/2022 08:00,28.42631517,75.31098333,283.8161279,0.32,3.68,0.039358139,134.1787192,83.1811283,9.808476407,-4.681311035,0.950042725,-6.970617676,0.068187714
06/01/2022 09:00,106.7939033,179.4917623,285.8953208,1.813333333,26.22222222,0.039590836,146.5867076,76.66761163,10.41531802,-5.213278198,0.755828857,-7.839910889,0.074386597
06/01/2022 10:00,177.6899579,262.3541259,282.3276925,11.73333333,50.52444444,0.039382935,160.144269,72.08523269,10.63392466,-5.457296753,0.674285889,-8.315847778,0.053882599
06/01/2022 11:00,214.2566259,303.7274969,284.3559327,32.87111111,89.88444444,0.039440155,174.5806908,69.84568986,10.4744113,-5.501379395,0.698455811,-8.861502075,0.014305115
06/01/2022 12:00,208.6567431,297.4310062,289.7148053,30.82666667,77.33333333,0.039453506,189.2891875,70.18574603,9.654458194,-5.33989563,0.511108398,-8.361151123,0.000476837
06/01/2022 13:00,161.9448655,244.3174418,300.6883347,18.25777778,45.36888889,0.039394379,203.5448655,73.06768014,8.561007028,-5.52298584,0.164794922,-7.993566895,0
06/01/2022 14:00,85.17438213,152.9662937,313.2885411,1.582222222,5.048888889,0.03923893,216.8163954,78.19629925,8.30981634,-5.865377808,0.025604248,-8.152197266,0
06/01/2022 15:00,14.65291708,51.48685913,320.9998222,0,0,0.039369583,228.9287202,85.13675176,8.568882869,-5.807531738,0.052215576,-8.120077515,0
06/01/2022 16:00,0.004845902,2.403115893,324.4725861,0,0,0.039493561,240.021341,93.43779012,8.654191265,-5.514562988,0.068450928,-7.769842529,0
06/01/2022 17:00,0,0,328.1376004,0,0,0.039608002,250.4354565,102.6973654,8.57540567,-5.141577148,0.0418396,-7.636160278,0
06/01/2022 18:00,0,0,337.6189396,0,0,0.039774895,260.6495713,112.5703941,8.685050694,-4.798574829,0.031829834,-7.526449585,0.000953674
06/01/2022 19:00,0,0,343.9634522,0,0,0.039859772,271.3086937,122.7383903,9.675464341,-4.478277588,0.054931641,-7.361090088,0
06/01/2022 20:00,0,0,336.0775219,0,0,0.039912224,283.3766626,132.8443566,10.60934903,-4.027029419,0.147460938,-7.071600342,0.005722046
06/01/2022 21:00,0,0,328.4610476,0,0,0.039999962,298.4677487,142.3600588,10.4122913,-3.748510742,0.127532959,-6.882772827,0.012874603
06/01/2022 22:00,0,0,323.491668,0,0,0.039772987,319.2233926,150.3016679,10.35150921,-3.794699097,0.360229492,-6.918600464,0.01335144
06/01/2022 23:00,0,0,328.7902052,0,0,0.039665222,287.8933369,154.8579881,10.1123706,-3.769720459,0.370452881,-6.696920776,0.013828278
07/01/2022 00:00,0,0,330.8783063,0,0,0.039646149,20.15774169,154.1319015,11.22559929,-3.728918457,0.44744873,-6.798864746,0.023841858
07/01/2022 01:00,0,0,324.7091566,0,0,0.039609909,46.80437132,148.4838186,12.2916611,-3.972601318,0.633514404,-7.724615479,0.023841858
07/01/2022 02:00,0,0,314.0522905,0,0,0.039607048,65.7956031,139.9964284,11.83340034,-4.386679077,0.311920166,-8.410879517,0.009059906
07/01/2022 03:00,0,0,308.0584916,0,0,0.039321899,79.8953716,130.2549731,10.74325703,-4.777288818,0.254089355,-8.641027832,0.001907349
07/01/2022 04:00,0,0,311.7547174,0,0,0.039542198,91.47648589,120.0865207,10.56839348,-5.230047607,0.372711182,-8.81998291,0.000953674
07/01/2022 05:00,0,0,314.9002365,0,0,0.039419174,101.9425124,109.9555563,10.77596072,-5.425527954,0.60458374,-8.804647827,0.002384186
07/01/2022 06:00,0,0,315.1393251,0,0,0.039241791,112.1518641,100.1999142,10.81320045,-5.55814209,0.614349365,-8.618490601,0.006198883
07/01/2022 07:00,0.285635317,8.212311352,314.8660434,0,0,0.039104462,122.6984401,91.140087,10.64199909,-5.778845215,0.554351807,-8.50748291,0.009536743
07/01/2022 08:00,28.98927896,76.13713824,313.8161503,1.084444444,6.062222222,0.038838387,134.028003,83.13418361,10.40282732,-6.058203125,0.570587158,-8.696310425,0.010967255
07/01/2022 09:00,108.104392,180.9174101,313.0752525,16.12444444,45.74222222,0.038762093,146.4411114,76.60010014,9.830722691,-5.956396484,0.817779541,-8.772894287,0.010490417
07/01/2022 10:00,179.5492623,264.2697492,311.9899176,20.71111111,68.16,0.038852692,160.0091232,71.99508847,8.936520868,-5.871908569,0.919189453,-8.793249512,0.006198883
07/01/2022 11:00,216.544104,306.0721116,314.1989925,25.24444444,82.09777778,0.038827896,174.4636109,69.7333064,8.650344309,-5.680853271,0.860534668,-8.654577637,0.004291534
07/01/2022 12:00,211.2477637,300.124716,314.3261858,16.83555556,65.45777778,0.038820267,189.1969808,70.05440732,8.229813429,-5.814581299,0.795654297,-8.849768066,0.002861023
07/01/2022 13:00,164.6453305,247.226709,315.9869347,9.351111111,38.43555556,0.038765907,203.4803324,72.92264646,7.743717725,-5.995825195,0.840881348,-8.965490723,0.002384186
07/01/2022 14:00,87.57166095,155.8158207,316.8816425,1.12,4.782222222,0.038714409,216.7777599,78.04304541,7.52463043,-6.27713623,0.795043945,-9.181814575,0.002384186
07/01/2022 15:00,15.66774659,53.37131776,316.4545113,0,0,0.038524628,228.9115826,84.97960173,7.050584311,-6.281607056,0.823120117,-9.119573975,0.001430511
07/01/2022 16:00,0.007587601,2.573714853,315.1018856,0,0,0.038327217,240.0208739,93.27949206,6.698600066,-6.160437012,0.791870117,-8.90177002,0.000476837
07/01/2022 17:00,0,0,315.0771794,0,0,0.038331985,250.4474833,102.5392816,6.191646055,-6.062857056,0.726959229,-8.843893433,0
07/01/2022 18:00,0,0,322.8721177,0,0,0.038374901,260.6705187,112.4128477,5.904704632,-6.410696411,0.816223145,-9.233450317,0.000476837
07/01/2022 19:00,0,0,324.870449,0,0,0.038413048,271.3345558,122.5809638,5.693110727,-7.644842529,0.891723633,-10.36488953,0.002384186
07/01/2022 20:00,0,0,325.6806941,0,0,0.038443565,283.4002233,132.6862185,5.274011497,-8.702429199,0.874237061,-11.25606384,0.001430511
07/01/2022 21:00,0,0,332.4096941,0,0,0.038524628,298.4712085,142.2009073,4.675623693,-8.93225708,0.869598389,-11.57619324,0.000476837
07/01/2022 22:00,0,0,329.0562483,0,0,0.038375854,319.1626831,150.1453932,4.422023877,-8.244955444,0.882324219,-11.73587646,0.000476837
07/01/2022 23:00,0,0,333.6634086,0,0,0.038455963,317.7044714,154.7210753,3.402244599,-9.454977417,0.956939697,-12.78291931,0
08/01/2022 00:00,0,0,349.9727369,0,0,0.038444519,19.86520669,154.0377682,2.544931532,-10.60239258,0.995941162,-13.73798218,0
08/01/2022 01:00,0,0,14.40062646,0,0,0.038499832,46.51426246,148.4327445,1.872035697,-11.05087891,0.996246338,-14.15737,0
08/01/2022 02:00,0,0,60.63778109,0,0,0.038474083,65.54858123,139.9715253,2.04772408,-11.08847656,0.989990234,-14.3045105,0
08/01/2022 03:00,0,0,86.47693474,0,0,0.038357735,79.68523805,130.2418418,3.323144286,-10.90268555,0.995941162,-13.91434326,0
08/01/2022 04:00,0,0,99.04860741,0,0,0.03764534,91.29084721,120.0758739,4.647327522,-10.95409241,0.983734131,-13.72435608,0
08/01/2022 05:00,0,0,112.3558337,0,0,0.037321091,101.7718516,109.9410493,5.727658565,-10.32738342,0.979675293,-12.98314514,0.000476837
08/01/2022 06:00,0,0,123.9877158,0,0,0.03719902,111.9898255,100.1765609,6.51636365,-9.386221313,0.989990234,-12.34497681,0.001907349
08/01/2022 07:00,0.304662996,8.361341217,132.5794729,0,0,0.037117004,122.5413258,91.10346595,7.230429181,-9.083349609,0.997802734,-12.051474,0.010490417
08/01/2022 08:00,29.62057903,77.0627992,140.3283685,0.088888889,5.28,0.036991119,133.8747924,83.08020945,7.920273706,-8.385137939,1,-11.41147461,0.033855438
08/01/2022 09:00,109.5268165,182.4719065,142.7737126,0.871111111,29.51111111,0.03693676,146.2939558,76.52532816,8.404908078,-7.677435303,1,-10.72777405,0.064373016
08/01/2022 10:00,181.5315341,266.320177,138.3123867,0.124444444,41.61777778,0.037043571,159.8736222,71.89756146,8.124520469,-7.111502075,1,-9.321875,0.140190125
08/01/2022 11:00,218.9551782,308.5499462,132.9171744,0,37.08444444,0.036906242,174.3476047,69.61361573,7.982613545,-6.715582275,1,-8.320196533,0.241756439
